URL,Redirect,Response Code,News Error,Detected,Category,Platform,Last crawled
/pubs/resources/2006-sponsors-symposium/sympslides2006/ParcelMapping_FactSheet.pdf,,404,,12/1/17,Not found,Desktop,12/3/17
/pubs/resources/2008-sponsors-symposium/08sponagenda.htm,,404,,11/30/17,Not found,Desktop,12/4/17
/pubs/resources/2009-sponsors-symposium/09sponagenda.htm,,404,,12/2/17,Not found,Desktop,12/2/17
/pubs/resources/2011-sponsors-symposium/11sponagenda.pdf,,404,,12/2/17,Not found,Desktop,12/2/17
/pubs/resources/2011-sponsors-symposium/sympslides2011/hydra.pdf,,404,,12/2/17,Not found,Desktop,12/11/17
/pubs/resources/2011-sponsors-symposium/sympslides2011/jahnke.pdf,,404,,12/1/17,Not found,Desktop,12/2/17
/pubs/resources/2011-sponsors-symposium/sympslides2011/neuroth.pdf,,404,,12/1/17,Not found,Desktop,12/2/17
/pubs/resources/ad-converters-pohlmann.pdf,,404,,11/28/17,Not found,Desktop,12/2/17
/pubs/resources/archives/AckerShiltonAppend2.pdf,,404,,12/5/17,Not found,Desktop,12/7/17
/pubs/resources/archives/dublin2008.pdf,,404,,12/2/17,Not found,Desktop,12/2/17
/pubs/resources/archives/KIT-Friedlander.pdf,,404,,12/3/17,Not found,Desktop,12/3/17
/pubs/resources/archives/SehatFarr2009.pdf,,404,,12/2/17,Not found,Desktop,12/3/17
/pubs/resources/archives/ShiltonToolsfinal.pdf,,404,,12/4/17,Not found,Desktop,12/4/17
/pubs/resources/Assessment360.pdf,,404,,12/1/17,Not found,Desktop,12/2/17
/pubs/resources/Assessment360exsum.pdf,,404,,12/1/17,Not found,Desktop,12/3/17
/pubs/resources/clir-annual-sponsors-symposium-2007/dec07sponagenda.htm,,404,,12/2/17,Not found,Desktop,12/11/17
/pubs/resources/managing-digital-assets-a-primer-for-library-and-information-technology-administrators/feb05_spkrnotes,,404,,12/2/17,Not found,Desktop,12/2/17
